source_url,target1_url,rank1,metric1,target2_url,rank2,metric2
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/14/00014.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/14/06391.png?raw=true,1,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/14/10379.png?raw=true,5,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/15/00015.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/15/45907.png?raw=true,2,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/15/21740.png?raw=true,1,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/16/00016.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/16/39652.png?raw=true,2,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/16/09157.png?raw=true,3,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/17/00017.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/17/36031.png?raw=true,3,lpips_vgg,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/17/33376.png?raw=true,3,weighted_cls_spatial_self_sim_2
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/18/00018.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/18/35011.png?raw=true,2,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/18/45974.png?raw=true,1,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/19/00019.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/19/26574.png?raw=true,4,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/19/59395.png?raw=true,3,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/20/00020.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/20/39624.png?raw=true,3,lpips_vgg,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/20/22022.png?raw=true,3,weighted_cls_spatial_self_sim_2
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/21/00021.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/21/15363.png?raw=true,4,lpips_vgg,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/21/47643.png?raw=true,5,weighted_cls_spatial_self_sim_2
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/22/00022.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/22/61407.png?raw=true,3,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/22/19011.png?raw=true,2,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/23/00023.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/23/50446.png?raw=true,3,lpips_vgg,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/23/61698.png?raw=true,4,weighted_cls_spatial_self_sim_2
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/24/00024.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/24/62220.png?raw=true,5,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/24/05469.png?raw=true,3,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/25/00025.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/25/20102.png?raw=true,2,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/25/01491.png?raw=true,1,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/26/00026.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/26/53418.png?raw=true,2,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/26/07036.png?raw=true,2,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/27/00027.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/27/27633.png?raw=true,3,weighted_cls_spatial_self_sim_2,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/27/20135.png?raw=true,5,lpips_vgg
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/28/00028.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/28/04351.png?raw=true,3,lpips_vgg,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/28/01870.png?raw=true,5,weighted_cls_spatial_self_sim_2
https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/29/00029.png?raw=true,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/29/66500.png?raw=true,1,lpips_vgg,https://github.com/FlipTheCat/ubiquitous-octo-potato/blob/main/ffhq_2afc_lpips_vgg_weighted_cls_spatial_self_sim_2/29/22478.png?raw=true,1,weighted_cls_spatial_self_sim_2
